ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
479;18.4;-19.6;7.06;3.22;Negativno;Ne
480;24.6;-15.4;7.02;2.7;Pozitivno;Da
481;21.0;-18.5;7.06;3.4;Pozitivno;Da
482;17.1;-20.0;6.95;3.5;Pozitivno;Da
483;24.0;-23.5;6.85;3.65;Pozitivno;Da
484;27.1;-23.1;7.07;3.94;Pozitivno;Ne
485;15.2;-22.5;7.14;3.51;Negativno;Da
486;17.3;-19.7;7.16;4.12;Pozitivno;Da
487;22.4;-22.1;7.03;3.47;Pozitivno;Da
488;14.3;-20.6;7.25;3.67;Pozitivno;Da
489;22.8;-22.4;6.93;2.25;Pozitivno;Da
490;24.5;-23.4;6.94;3.97;Pozitivno;Da
491;13.4;-24.5;6.99;3.04;Pozitivno;Da
492;21.8;-21.8;7.11;3.71;Pozitivno;Da
493;20.7;-14.3;7.08;3.99;Pozitivno;Da
494;13.7;-30.9;7.3;3.92;Pozitivno;Ne
495;20.2;-19.8;6.87;3.89;Pozitivno;Da
496;20.4;-17.4;7.21;3.09;Pozitivno;Da
497;16.6;-12.9;7.18;3.55;Pozitivno;Ne
498;21.0;-15.6;6.76;2.96;Negativno;Da
499;23.0;-15.7;7.3;3.75;Pozitivno;Da
500;18.9;-19.9;7.04;3.12;Pozitivno;Da
501;23.9;-14.2;7.0;2.97;Pozitivno;Ne
502;14.5;-17.7;6.81;4.14;Pozitivno;Da
503;14.2;-15.6;6.98;3.38;Pozitivno;Da
504;23.8;-18.3;6.93;3.81;Pozitivno;Da
505;22.3;-28.6;7.12;3.4;Pozitivno;Da
506;17.5;-19.8;6.94;2.83;Pozitivno;Da
507;29.3;-27.2;6.91;3.84;Pozitivno;Da
508;15.9;-18.3;7.03;3.16;Pozitivno;Da
509;19.2;-26.8;7.16;3.46;Pozitivno;Da
510;24.2;-16.8;6.79;4.39;Pozitivno;Ne
511;15.4;-25.3;6.65;3.48;Pozitivno;Da
512;15.8;-21.2;6.93;3.12;Pozitivno;Da
513;21.9;-18.7;6.94;4.08;Negativno;Da
514;15.3;-24.9;6.68;3.25;Negativno;Da
515;19.4;-18.0;7.03;2.96;Pozitivno;Da
516;26.5;-25.8;6.72;3.71;Pozitivno;Da
517;16.6;-22.2;7.25;3.73;Pozitivno;Da
518;19.8;-18.2;7.19;3.32;Pozitivno;Da
519;24.4;-16.8;7.13;2.8;Negativno;Da
520;17.0;-24.3;6.97;4.02;Pozitivno;Da
521;21.6;-18.8;6.96;3.9;Pozitivno;Da
522;27.4;-25.6;7.24;3.57;Pozitivno;Ne
523;26.2;-25.3;6.92;4.3;Pozitivno;Da
524;21.7;-10.7;7.18;2.67;Pozitivno;Da
525;16.6;-15.1;6.99;3.13;Pozitivno;Ne
526;23.3;-25.9;7.17;3.88;Pozitivno;Da
527;13.8;-16.7;6.71;3.05;Pozitivno;Ne
528;17.7;-17.6;6.87;3.9;Pozitivno;Da
529;21.9;-30.2;6.91;3.51;Pozitivno;Da
530;21.2;-14.3;7.13;3.65;Pozitivno;Da
531;21.7;-29.2;7.37;4.5;Pozitivno;Da
532;19.4;-15.1;7.06;2.37;Pozitivno;Da
533;19.8;-24.1;7.18;2.8;Pozitivno;Da
534;25.3;-10.8;7.45;4.35;Pozitivno;Ne
535;25.6;-18.1;7.02;4.04;Pozitivno;Da
536;22.4;-25.2;6.89;3.12;Pozitivno;Da
537;25.0;-15.0;6.84;3.43;Pozitivno;Ne
538;20.9;-16.4;7.05;4.68;Pozitivno;Da
539;27.1;-20.6;7.21;3.0;Pozitivno;Da
540;12.0;-11.7;7.27;4.08;Pozitivno;Da
541;23.3;-17.8;7.25;4.01;Pozitivno;Da
542;28.7;-28.3;6.83;3.47;Pozitivno;Ne
543;11.4;-17.2;7.05;3.31;Pozitivno;Da
544;21.1;-24.0;6.96;3.29;Pozitivno;Da
545;13.5;-27.8;7.27;3.64;Pozitivno;Ne
546;11.2;-15.1;6.65;3.74;Pozitivno;Ne
547;11.1;-19.9;7.03;4.36;Pozitivno;Da
548;17.2;-14.4;7.18;3.95;Pozitivno;Da
549;23.5;-25.2;6.93;3.9;Pozitivno;Da
550;21.9;-26.6;6.99;3.01;Pozitivno;Da
551;24.8;-13.3;7.03;3.47;Pozitivno;Da
552;29.6;-25.1;7.14;3.88;Negativno;Da
553;15.5;-14.2;7.02;3.91;Pozitivno;Ne
554;18.3;-31.1;6.92;3.64;Pozitivno;Da
555;13.7;-25.1;7.29;4.11;Pozitivno;Da
556;24.1;-28.7;7.38;3.41;Pozitivno;Da
557;19.5;-18.7;6.85;4.4;Pozitivno;Da
558;23.4;-14.7;7.06;3.89;Pozitivno;Da
559;21.0;-20.3;6.87;3.7;Pozitivno;Da
560;21.1;-16.9;6.78;3.09;Pozitivno;Da
561;11.2;-23.1;6.67;3.79;Pozitivno;Da
562;22.9;-14.2;6.83;4.99;Pozitivno;Da
563;20.5;-22.2;6.87;3.02;Pozitivno;Da
564;16.4;-15.7;7.22;3.21;Pozitivno;Ne
565;16.5;-18.3;7.15;5.39;Pozitivno;Ne
566;16.1;-21.4;6.93;3.24;Pozitivno;Ne
567;15.4;-23.9;7.13;2.99;Pozitivno;Da
568;25.0;-18.9;6.98;2.54;Negativno;Ne
569;17.0;-24.2;7.03;2.73;Pozitivno;Da
570;28.2;-15.8;6.88;3.14;Pozitivno;Da
571;20.7;-25.9;6.95;3.54;Pozitivno;Da
572;20.1;-15.6;7.23;3.77;Pozitivno;Da
573;18.8;-19.7;7.09;4.38;Pozitivno;Da
574;14.1;-19.5;7.57;3.74;Pozitivno;Da
575;18.1;-16.4;6.82;3.54;Pozitivno;Da
576;24.8;-18.3;6.81;4.24;Pozitivno;Da
577;15.0;-10.4;7.2;4.52;Pozitivno;Ne
578;21.3;-21.1;7.01;3.0;Pozitivno;Da
579;33.1;-21.4;7.08;3.69;Pozitivno;Da
580;14.7;-21.8;6.99;2.47;Pozitivno;Ne
581;17.7;-19.7;6.7;3.79;Pozitivno;Da
582;16.8;-14.1;7.01;3.42;Negativno;Da
583;26.5;-29.4;6.68;3.34;Pozitivno;Ne
584;15.8;-1.4;7.28;3.55;Pozitivno;Da
585;24.6;-17.4;7.02;3.44;Pozitivno;Da
586;25.1;-20.6;7.06;2.91;Negativno;Da
587;21.1;-14.3;7.0;3.37;Negativno;Da
588;24.5;-14.9;6.92;2.97;Pozitivno;Da
589;23.0;-18.0;7.11;3.65;Pozitivno;Da
590;16.7;-27.8;6.97;3.71;Pozitivno;Ne
591;16.9;-26.8;7.02;4.1;Pozitivno;Da
592;14.6;-16.3;6.85;3.92;Pozitivno;Da
593;18.5;-20.3;7.2;3.66;Pozitivno;Da
594;18.9;-28.6;7.24;3.26;Pozitivno;Da
595;15.0;-23.2;7.09;3.71;Pozitivno;Da
596;14.4;-20.9;6.9;3.07;Pozitivno;Ne
597;14.8;-13.1;7.11;3.55;Pozitivno;Da
598;22.6;-23.0;6.9;3.45;Pozitivno;Ne
599;18.2;-17.7;6.75;2.56;Pozitivno;Da
600;14.6;-17.8;7.14;4.03;Pozitivno;Ne
601;18.7;-35.6;7.13;4.04;Pozitivno;Da
602;19.9;-21.0;7.02;2.68;Pozitivno;Da
603;13.0;-28.0;7.05;3.08;Pozitivno;Da
604;19.2;-22.0;7.24;3.04;Pozitivno;Da
605;17.0;-17.9;7.68;3.8;Pozitivno;Ne
606;20.0;-24.5;6.79;3.89;Pozitivno;Da
607;14.0;-24.8;6.7;3.32;Pozitivno;Ne
608;21.6;-16.8;6.84;3.74;Negativno;Da
609;18.4;-24.4;6.96;3.43;Pozitivno;Da
610;28.8;-8.5;6.93;3.34;Pozitivno;Ne
611;16.3;-19.5;7.48;4.36;Pozitivno;Ne
612;23.0;-24.9;6.85;4.47;Pozitivno;Da
613;11.7;-22.7;6.95;3.62;Pozitivno;Ne
614;18.3;-27.8;7.24;3.3;Pozitivno;Da
615;20.9;-22.2;7.29;3.85;Pozitivno;Da
616;13.7;-18.9;7.07;3.28;Pozitivno;Da
617;23.5;-20.5;6.86;3.71;Pozitivno;Da
618;22.5;-10.7;6.99;3.81;Pozitivno;Da
619;16.2;-17.5;7.12;3.3;Pozitivno;Da
620;17.7;-12.8;6.9;3.46;Pozitivno;Ne
621;17.0;-21.1;6.67;3.73;Pozitivno;Da
622;16.8;-26.7;6.92;4.07;Pozitivno;Da
623;18.0;-20.3;6.81;4.4;Pozitivno;Da
624;16.5;-23.5;6.87;3.04;Pozitivno;Da
625;27.9;-14.3;7.07;3.1;Pozitivno;Da
626;20.9;-18.8;7.13;4.58;Pozitivno;Da
627;21.7;-25.9;7.1;3.32;Pozitivno;Da
628;27.8;-22.1;7.32;3.12;Pozitivno;Da
629;26.9;-14.4;6.71;3.84;Pozitivno;Da
630;11.6;-22.6;7.26;3.17;Pozitivno;Da
631;14.3;-26.2;7.12;4.28;Pozitivno;Da
632;21.7;-23.6;6.77;4.54;Pozitivno;Da
633;23.1;-12.9;7.14;3.48;Pozitivno;Da
634;17.7;-9.4;6.62;4.49;Pozitivno;Da
635;23.9;-22.6;7.42;3.04;Pozitivno;Da
636;16.9;-26.1;7.28;3.43;Pozitivno;Da
637;23.5;-17.1;7.34;3.98;Negativno;Da
638;23.5;-22.6;7.2;3.12;Pozitivno;Ne
639;18.2;-15.8;6.97;3.46;Pozitivno;Da
640;24.2;-30.2;6.9;3.25;Negativno;Da
641;17.1;-27.1;6.84;3.35;Pozitivno;Da
642;24.1;-19.1;6.58;2.79;Pozitivno;Da
643;17.6;-27.1;7.04;3.85;Negativno;Da
644;16.1;-14.2;7.13;3.6;Pozitivno;Da
645;17.9;-22.5;6.97;4.08;Pozitivno;Da
646;16.1;-25.5;7.12;3.41;Pozitivno;Da
647;22.6;-17.2;7.24;3.77;Negativno;Ne
648;10.9;-17.7;6.86;2.97;Pozitivno;Da
649;23.3;-29.7;6.86;3.27;Pozitivno;Ne
650;20.1;-22.9;7.04;3.22;Pozitivno;Ne
651;8.3;-19.2;7.22;3.21;Pozitivno;Da
652;17.6;-16.9;7.13;4.72;Pozitivno;Ne
653;25.7;-14.3;7.51;3.7;Pozitivno;Da
654;28.0;-17.8;6.72;3.02;Negativno;Da
655;14.9;-29.3;6.99;3.98;Pozitivno;Ne
656;13.8;-27.9;6.68;3.88;Pozitivno;Da
657;20.9;-23.0;7.14;4.02;Pozitivno;Da
658;15.5;-25.9;7.03;3.3;Pozitivno;Da
659;15.5;-23.5;7.11;2.84;Pozitivno;Ne
660;16.2;-26.7;6.98;2.48;Pozitivno;Ne
661;26.9;-18.1;7.11;4.27;Pozitivno;Da
662;9.2;-23.3;6.7;3.0;Pozitivno;Da
663;20.7;-19.3;6.94;3.47;Pozitivno;Da
664;20.4;-19.4;7.31;3.26;Pozitivno;Da
665;26.1;-21.9;7.01;3.66;Pozitivno;Da
666;25.5;-23.4;7.27;3.28;Pozitivno;Da
667;12.1;-21.7;6.9;4.14;Pozitivno;Da
668;14.9;-7.5;7.17;3.64;Pozitivno;Da
669;9.2;-10.4;6.93;3.13;Pozitivno;Ne
670;19.5;-15.3;6.9;2.58;Pozitivno;Da
671;10.8;-12.7;6.9;3.34;Pozitivno;Da
672;23.1;-20.8;7.03;3.84;Pozitivno;Da
673;15.7;-21.8;6.77;3.1;Pozitivno;Da
674;23.7;-28.0;7.23;3.48;Pozitivno;Da
675;24.1;-21.5;6.92;3.59;Negativno;Ne
676;17.7;-27.6;7.19;3.56;Pozitivno;Da
677;22.1;-16.9;6.72;2.64;Pozitivno;Da
678;21.0;-14.1;6.76;3.29;Pozitivno;Ne
679;23.3;-14.1;7.12;3.53;Pozitivno;Da
680;16.5;-20.2;7.03;3.22;Pozitivno;Da
681;11.7;-25.8;7.13;2.91;Pozitivno;Da
682;26.2;-21.9;6.96;3.21;Pozitivno;Da
683;21.0;-22.3;7.13;4.29;Pozitivno;Ne
684;18.6;-15.4;7.01;3.87;Negativno;Da
685;24.0;-21.6;6.85;4.17;Pozitivno;Da
686;20.7;-21.0;7.16;2.86;Pozitivno;Ne
687;18.6;-17.2;7.12;3.61;Pozitivno;Da
688;21.3;-13.6;6.79;4.65;Pozitivno;Ne
689;13.2;-14.1;7.02;3.04;Pozitivno;Da
690;21.4;-12.3;7.12;4.12;Pozitivno;Da
691;22.1;-15.3;7.11;3.53;Pozitivno;Ne
692;25.4;-27.6;6.8;3.31;Pozitivno;Da
693;11.4;-23.3;7.25;3.99;Pozitivno;Ne
694;15.2;-22.9;6.83;3.61;Pozitivno;Da
695;13.3;-23.0;6.72;3.55;Pozitivno;Ne
696;11.6;-14.4;7.04;3.56;Pozitivno;Ne
697;9.9;-20.7;6.95;4.0;Pozitivno;Ne
698;21.6;-18.1;7.21;3.96;Pozitivno;Da
699;20.7;-13.5;6.87;4.33;Pozitivno;Ne
700;19.2;-25.9;7.05;3.32;Negativno;Da
701;14.4;-24.6;6.89;4.19;Pozitivno;Ne
702;4.9;-29.7;7.17;4.28;Pozitivno;Da
703;11.8;-26.9;7.07;2.91;Pozitivno;Da
704;15.6;-19.6;7.22;3.54;Pozitivno;Da
705;16.0;-23.2;6.81;3.35;Negativno;Da
706;24.8;-22.6;7.37;3.91;Pozitivno;Da
707;14.3;-20.6;7.18;3.71;Pozitivno;Da
708;18.0;-15.1;6.81;3.3;Pozitivno;Da
709;19.4;-21.7;6.83;3.04;Pozitivno;Da
710;24.4;-26.8;7.31;3.04;Pozitivno;Da
711;7.2;-16.4;7.06;3.08;Pozitivno;Da
712;26.8;-21.0;6.75;3.92;Pozitivno;Da
713;19.4;-24.3;6.69;3.59;Pozitivno;Da
714;17.4;-19.3;6.74;2.6;Pozitivno;Ne
715;19.2;-16.0;6.91;3.08;Pozitivno;Da
716;21.1;-19.0;6.99;4.08;Pozitivno;Da
717;22.9;-26.2;7.14;3.5;Pozitivno;Da
718;13.1;-23.7;7.27;3.19;Pozitivno;Da
719;14.8;-30.9;6.87;3.76;Pozitivno;Da
720;15.1;-23.0;6.94;3.31;Pozitivno;Da
721;25.7;-16.5;6.91;3.09;Pozitivno;Da
722;13.7;-11.0;7.09;4.26;Pozitivno;Ne
723;28.2;-23.2;7.01;4.31;Pozitivno;Da
724;20.3;-11.2;6.71;2.91;Pozitivno;Da
725;22.5;-25.7;7.13;4.45;Pozitivno;Da
726;24.8;-23.0;7.07;3.19;Pozitivno;Da
727;14.8;-22.1;6.98;3.3;Pozitivno;Ne
728;24.4;-16.1;6.86;3.7;Pozitivno;Da
729;15.3;-26.1;6.82;2.92;Pozitivno;Da
730;24.1;-20.4;6.67;2.84;Pozitivno;Da
731;24.3;-31.5;6.89;3.37;Pozitivno;Da
732;16.6;-20.6;6.98;3.33;Pozitivno;Da
733;24.4;-15.7;6.79;4.24;Pozitivno;Da
734;28.3;-22.7;7.3;3.92;Pozitivno;Da
735;13.9;-23.9;6.75;3.7;Pozitivno;Da
736;22.5;-16.1;7.18;4.1;Pozitivno;Da
737;26.4;-17.2;6.98;3.83;Pozitivno;Da
738;14.1;-20.8;6.8;3.41;Pozitivno;Da
739;25.6;-20.6;6.79;3.47;Pozitivno;Da
740;22.5;-23.4;6.75;2.85;Pozitivno;Ne
741;23.4;-15.9;7.0;2.9;Negativno;Da
742;22.2;-18.1;6.58;3.19;Negativno;Da
743;15.5;-16.9;6.89;3.65;Pozitivno;Da
744;13.6;-25.0;6.87;4.36;Pozitivno;Ne
745;23.1;-24.4;7.29;3.6;Pozitivno;Ne
746;28.1;-22.6;7.08;3.12;Pozitivno;Ne
747;24.7;-21.6;6.66;4.68;Pozitivno;Da
748;24.4;-9.6;7.15;3.62;Negativno;Da
749;23.5;-9.0;6.87;3.18;Pozitivno;Ne
750;15.4;-23.3;6.78;3.39;Pozitivno;Ne
751;2.3;-62.1;3.75;0.85;Negativno;Ne
752;14.8;-66.9;3.76;0.02;Negativno;Ne
753;3.6;-40.0;8.06;0.26;Negativno;Ne
754;0.4;-76.2;9.12;0.12;Negativno;Ne
755;2.6;-38.3;4.89;0.14;Pozitivno;Ne
756;5.2;-60.9;5.85;0.56;Negativno;Ne
757;4.0;-54.3;5.7;0.29;Negativno;Ne
758;1.9;-64.4;10.24;0.44;Negativno;Ne
759;2.5;-61.3;8.06;0.35;Negativno;Ne
760;5.1;-66.3;4.63;0.11;Negativno;Ne
761;6.8;-60.6;6.46;1.51;Negativno;Ne
762;6.5;-63.3;9.26;0.31;Negativno;Ne
763;13.6;-54.8;8.29;0.28;Negativno;Ne
764;1.1;-61.8;9.05;0.32;Negativno;Ne
765;0.4;-68.7;6.12;0.18;Negativno;Ne
766;3.1;-59.0;7.27;0.09;Negativno;Ne
767;3.5;-68.9;7.61;0.2;Negativno;Ne
768;5.3;-70.9;9.38;0.12;Negativno;Ne
769;12.2;-75.6;8.96;0.04;Negativno;Ne
770;1.8;-79.7;8.96;0.26;Negativno;Ne
771;0.9;-47.0;6.02;0.09;Negativno;Ne
772;10.9;-55.4;8.86;0.01;Negativno;Ne
773;2.2;-48.1;3.16;0.09;Negativno;Ne
774;2.9;-53.8;9.55;1.58;Negativno;Ne
775;0.3;-45.6;10.12;0.14;Negativno;Ne
776;5.0;-66.4;6.31;0.61;Negativno;Ne
777;0.6;-54.1;8.1;0.27;Negativno;Ne
778;0.6;-70.5;8.43;2.94;Negativno;Ne
779;1.9;-61.1;4.95;0.05;Negativno;Ne
780;12.0;-47.2;3.77;0.23;Negativno;Ne
781;6.6;-61.8;2.67;0.98;Negativno;Ne
782;5.1;-57.6;5.54;0.06;Negativno;Ne
783;4.1;-51.6;7.42;0.36;Negativno;Ne
784;9.1;-56.5;8.13;0.57;Negativno;Ne
785;7.4;-47.4;10.8;0.03;Negativno;Ne
786;3.7;-58.7;1.41;1.51;Negativno;Ne
787;6.4;-57.7;1.22;0.07;Negativno;Ne
788;12.4;-66.7;9.55;0.23;Negativno;Ne
789;5.5;-67.1;8.46;0.2;Negativno;Ne
790;6.0;-70.6;8.64;0.61;Negativno;Ne
791;2.1;-64.9;11.61;0.4;Negativno;Ne
792;1.3;-55.0;9.13;0.05;Negativno;Ne
793;2.5;-73.6;6.76;0.32;Negativno;Ne
794;8.0;-71.9;10.99;0.66;Negativno;Ne
795;8.6;-53.8;6.21;0.05;Negativno;Ne
796;4.4;-54.1;6.24;0.2;Negativno;Ne
797;2.6;-53.1;7.11;0.04;Negativno;Ne
798;1.7;-62.5;9.9;0.15;Negativno;Ne
799;9.4;-66.9;5.01;0.05;Negativno;Ne
800;2.0;-65.4;6.56;0.21;Negativno;Ne
801;1.9;-42.9;7.01;2.36;Negativno;Ne
802;1.3;-58.4;7.45;0.04;Negativno;Ne
803;0.6;-47.9;6.95;0.1;Negativno;Ne
804;5.2;-34.2;6.43;0.24;Negativno;Ne
805;24.9;-60.6;7.7;0.43;Negativno;Ne
806;0.3;-57.5;8.7;2.45;Negativno;Ne
807;3.2;-61.0;5.66;0.28;Negativno;Ne
808;9.9;-52.5;5.19;0.19;Negativno;Ne
809;1.7;-62.6;10.23;0.39;Negativno;Ne
810;13.5;-51.9;6.19;0.29;Negativno;Ne
811;0.0;-41.0;7.28;0.8;Negativno;Ne
812;6.7;-53.5;4.22;1.25;Negativno;Ne
813;0.1;-71.7;5.96;0.46;Negativno;Ne
814;0.6;-37.8;7.92;0.64;Negativno;Ne
815;4.8;-61.4;7.21;0.4;Negativno;Ne
816;0.1;-52.8;7.57;0.28;Negativno;Ne
817;4.9;-65.4;8.41;0.14;Negativno;Ne
818;7.6;-51.6;5.23;0.18;Negativno;Ne
819;14.7;-58.2;6.97;1.05;Negativno;Ne
820;1.5;-68.2;8.23;0.55;Negativno;Ne
821;4.8;-54.2;5.99;1.14;Negativno;Ne
822;2.5;-54.2;4.54;0.47;Negativno;Ne
823;4.3;-57.8;7.04;0.24;Negativno;Ne
824;11.4;-70.0;6.67;0.28;Negativno;Ne
825;0.6;-55.5;8.94;0.07;Negativno;Ne
826;1.1;-61.2;8.8;0.21;Negativno;Ne
827;2.6;-36.6;5.31;0.41;Negativno;Ne
828;9.6;-46.4;9.52;0.29;Negativno;Ne
829;8.3;-68.3;6.55;0.09;Negativno;Ne
830;8.8;-40.9;3.77;0.04;Negativno;Ne
831;3.5;-72.1;6.71;0.32;Negativno;Ne
832;2.1;-64.0;6.71;0.66;Negativno;Ne
833;2.5;-63.9;9.53;0.02;Negativno;Ne
834;0.4;-64.2;5.64;0.0;Negativno;Ne
835;5.2;-56.1;6.08;1.21;Negativno;Ne
836;16.7;-74.5;8.46;0.14;Negativno;Ne
837;4.3;-51.3;4.67;0.08;Negativno;Ne
838;0.7;-69.7;3.75;0.38;Negativno;Ne
839;0.9;-41.4;7.79;1.01;Negativno;Ne
840;9.7;-43.5;5.96;0.08;Negativno;Ne
841;0.6;-65.6;6.08;0.64;Negativno;Ne
842;0.7;-64.6;4.92;0.08;Negativno;Ne
843;1.2;-56.1;8.28;0.42;Negativno;Ne
844;2.2;-50.4;8.67;0.06;Negativno;Ne
845;1.3;-51.6;6.84;0.08;Negativno;Ne
846;3.5;-69.8;4.06;0.13;Negativno;Ne
847;8.7;-74.7;7.57;0.58;Negativno;Ne
848;12.4;-59.8;5.89;0.16;Negativno;Ne
849;2.3;-55.7;8.57;0.06;Negativno;Ne
850;0.0;-67.0;8.12;0.12;Negativno;Ne
851;1.9;-69.5;4.26;0.19;Negativno;Ne
852;3.6;-59.0;5.0;1.08;Negativno;Ne
853;3.2;-65.4;8.56;0.04;Negativno;Ne
854;9.0;-68.3;5.97;0.28;Negativno;Ne
855;2.0;-64.6;5.43;0.05;Negativno;Ne
856;4.9;-66.2;8.14;0.2;Negativno;Ne
857;2.2;-59.4;5.84;0.49;Negativno;Ne
858;2.4;-65.3;7.89;0.54;Negativno;Ne
859;3.7;-70.7;9.39;0.52;Negativno;Ne
860;0.6;-64.8;4.04;0.95;Negativno;Ne
861;1.7;-57.1;6.16;0.32;Negativno;Ne
862;5.2;-77.5;7.23;1.63;Negativno;Ne
863;25.3;-51.7;11.57;0.49;Negativno;Ne
864;14.2;-44.4;1.76;0.91;Negativno;Ne
865;3.5;-57.6;6.64;0.28;Negativno;Ne
866;0.8;-70.2;10.3;1.61;Negativno;Ne
867;9.5;-47.7;8.89;0.33;Negativno;Ne
868;0.3;-61.6;8.19;0.21;Negativno;Ne
869;1.4;-49.8;8.81;1.53;Negativno;Ne
870;1.4;-73.6;4.17;0.63;Negativno;Ne
871;6.6;-64.6;6.72;1.74;Negativno;Ne
872;8.5;-52.7;5.55;0.01;Negativno;Ne
873;10.9;-56.9;6.3;0.93;Negativno;Ne
874;8.2;-69.4;6.03;0.38;Negativno;Ne
875;4.2;-53.8;7.95;0.13;Negativno;Ne
876;0.0;-57.9;7.05;0.13;Negativno;Ne
877;1.2;-45.1;8.23;0.13;Negativno;Ne
878;2.8;-46.3;3.81;0.5;Negativno;Ne
879;15.5;-51.2;7.4;0.38;Negativno;Ne
880;1.5;-61.0;5.89;2.09;Negativno;Ne
881;3.7;-51.6;6.81;2.68;Negativno;Ne
882;0.1;-63.2;6.03;0.13;Negativno;Ne
883;4.1;-82.9;6.01;0.21;Negativno;Ne
884;0.5;-53.3;7.65;0.01;Negativno;Ne
885;2.5;-56.4;6.7;0.65;Negativno;Ne
886;7.6;-67.0;5.17;0.67;Negativno;Ne
887;3.6;-71.2;5.29;1.12;Negativno;Ne
888;5.5;-64.2;4.1;0.62;Negativno;Ne
889;3.6;-64.0;8.69;0.32;Negativno;Ne
890;4.6;-62.6;4.54;0.09;Negativno;Ne
891;3.7;-55.5;6.06;0.48;Negativno;Ne
892;4.0;-56.4;6.05;0.68;Negativno;Ne
893;4.9;-63.1;6.47;1.18;Negativno;Ne
894;0.3;-59.3;7.13;2.62;Negativno;Ne
895;3.9;-71.3;6.96;0.9;Negativno;Ne
896;2.1;-65.5;6.36;0.64;Negativno;Ne
897;13.4;-63.2;8.79;0.6;Negativno;Ne
898;1.3;-48.9;5.15;0.57;Negativno;Ne
899;5.8;-55.7;8.25;0.45;Negativno;Ne
900;1.3;-48.2;8.56;1.82;Negativno;Ne
901;0.3;-55.6;7.92;0.77;Negativno;Ne
902;0.9;-72.7;3.63;0.47;Negativno;Ne
903;4.8;-61.1;4.36;0.51;Negativno;Ne
904;0.6;-64.0;8.05;0.25;Negativno;Ne
905;6.6;-76.2;8.01;0.67;Negativno;Ne
906;11.7;-49.5;7.16;0.45;Negativno;Ne
907;0.6;-67.6;5.96;2.05;Negativno;Ne
908;3.3;-52.8;8.85;1.44;Negativno;Ne
909;9.1;-77.7;3.87;0.24;Negativno;Ne
910;0.5;-73.4;5.95;0.52;Negativno;Ne
911;4.4;-63.6;5.79;1.0;Negativno;Ne
912;4.9;-47.7;7.09;0.11;Negativno;Ne
913;8.0;-51.6;8.81;0.35;Negativno;Ne
914;3.4;-68.9;8.8;0.03;Negativno;Ne
915;2.7;-80.9;3.95;0.17;Negativno;Ne
916;16.6;-58.4;9.23;0.04;Negativno;Ne
917;2.8;-49.5;2.94;0.12;Negativno;Ne
918;5.1;-66.9;5.87;0.2;Negativno;Ne
919;7.7;-81.0;6.31;0.43;Negativno;Ne
920;9.1;-62.7;5.17;0.02;Negativno;Ne
921;15.4;-42.4;6.54;0.99;Negativno;Ne
922;0.7;-69.7;3.2;0.29;Negativno;Ne
923;3.9;-58.9;6.38;0.09;Negativno;Ne
924;1.0;-58.8;6.55;0.59;Negativno;Ne
925;9.4;-82.4;6.26;0.19;Negativno;Ne
926;10.1;-68.8;10.19;0.84;Negativno;Ne
927;10.4;-63.6;2.15;0.58;Negativno;Ne
928;0.3;-49.6;5.04;0.66;Negativno;Ne
929;5.0;-62.0;7.82;0.05;Negativno;Ne
930;3.1;-80.8;3.48;0.34;Negativno;Ne
931;1.0;-61.9;4.64;0.29;Negativno;Ne
932;5.9;-61.9;5.44;0.11;Negativno;Ne
933;3.2;-82.3;7.21;0.19;Negativno;Ne
934;6.4;-66.2;4.28;0.4;Negativno;Ne
935;3.0;-58.9;7.99;0.34;Negativno;Ne
936;1.6;-71.3;2.57;1.28;Negativno;Ne
937;1.0;-52.3;7.19;0.5;Negativno;Ne
938;19.6;-56.7;4.05;0.11;Negativno;Ne
939;9.9;-51.7;3.7;1.16;Negativno;Ne
940;4.0;-63.1;9.25;0.09;Negativno;Ne
941;12.9;-61.0;3.54;0.4;Negativno;Ne
942;18.2;-55.4;6.3;0.08;Negativno;Ne
943;18.8;-67.2;5.77;0.67;Negativno;Ne
944;9.4;-68.8;5.17;0.35;Negativno;Ne
945;5.1;-52.7;7.11;0.07;Negativno;Ne
946;0.9;-58.7;8.65;0.63;Negativno;Ne
947;4.7;-61.3;9.02;0.14;Negativno;Ne
948;1.8;-48.4;8.23;0.43;Negativno;Ne
949;2.6;-60.5;7.61;0.07;Negativno;Ne
950;1.6;-59.9;9.8;0.02;Negativno;Ne
951;0.1;-67.4;5.98;0.17;Negativno;Ne
952;3.2;-64.8;3.03;0.18;Negativno;Ne
953;10.0;-59.4;4.3;0.53;Negativno;Ne
954;2.8;-61.5;3.37;0.23;Negativno;Ne
955;0.2;-49.4;5.17;0.76;Negativno;Ne
956;4.1;-52.0;11.07;0.27;Negativno;Ne
957;0.7;-56.1;6.77;0.57;Negativno;Ne
958;1.5;-48.8;8.62;0.06;Negativno;Ne
959;2.7;-60.7;5.3;1.74;Negativno;Ne
960;4.3;-53.6;8.41;0.42;Negativno;Ne
961;4.8;-62.9;4.35;0.49;Negativno;Ne
962;11.6;-34.5;8.65;0.68;Negativno;Ne
963;12.2;-33.4;6.89;0.14;Negativno;Ne
964;0.5;-66.5;6.11;0.11;Negativno;Ne
965;0.9;-44.6;8.72;0.03;Negativno;Ne
